"Year","Month","Day","Time","Lattitude","Longitude","Status","Storm_Category","Wind_Speed","Pressure","Diameter_of_Tropical_Storm","Force_of_Hurricane","Rain_Level"
1975,8,30,18,23.8,-96.3,"hurricane",1,70,987,NA,NA,14.533138459763
1975,8,31,0,24,-97,"hurricane",3,100,973,NA,NA,7.23088086010761
1975,8,31,6,24.1,-97.5,"hurricane",3,100,963,NA,NA,10.2365377700625
1975,8,31,12,24.3,-97.8,"hurricane",2,90,963,NA,NA,10.202496266654
1975,8,31,18,24.8,-98,"tropical storm",NA,55,993,NA,NA,20.4716606567995
1975,9,1,0,25.1,-98.3,"tropical depression",NA,30,1000,NA,NA,36.4338522316713
1975,9,1,6,25.2,-98.7,"tropical depression",NA,20,1002,NA,NA,48.930014109742
1975,9,1,12,25.3,-99,"tropical depression",NA,20,1002,NA,NA,48.8671703402209
1975,8,28,12,33.3,-46.3,"subtropical storm",NA,35,1005,NA,NA,29.080912778095
1975,8,28,18,33.6,-47.5,"subtropical storm",NA,40,1005,NA,NA,25.144270029006
1975,8,29,0,34.5,-48.1,"subtropical storm",NA,40,1005,NA,NA,27.0894686426938
1975,8,29,6,34.7,-48.5,"subtropical storm",NA,45,1005,NA,NA,21.5778008255622
1975,8,29,12,34.9,-48.9,"tropical storm",NA,45,1005,NA,NA,22.1186931349331
1975,8,29,18,35.2,-49.1,"tropical storm",NA,50,1000,NA,NA,15.9298537969578
1975,8,30,0,35.3,-48.9,"tropical storm",NA,55,997,NA,NA,20.9574333627128
1975,8,30,6,35.3,-48.5,"tropical storm",NA,55,997,NA,NA,19.3883467419505
1975,8,30,12,35.3,-48,"tropical storm",NA,55,997,NA,NA,18.1104437653147
1975,8,30,18,35,-47.1,"tropical storm",NA,55,997,NA,NA,21.0363747693397
1975,8,31,0,34.9,-46.3,"hurricane",1,65,990,NA,NA,14.2998504635274
1975,8,31,6,34.8,-45.7,"hurricane",1,65,990,NA,NA,14.9898099826982
1975,8,31,12,34.7,-45.2,"hurricane",1,70,990,NA,NA,12.7789989606086
1975,8,31,18,34.6,-44.9,"hurricane",1,70,990,NA,NA,12.1544336102687
1975,9,1,0,34.5,-44.6,"hurricane",1,75,984,NA,NA,14.1980223075577
1975,9,1,6,34.6,-44.2,"hurricane",1,75,984,NA,NA,13.9640455263714
1975,9,1,12,34.9,-44,"hurricane",1,75,984,NA,NA,13.4725529241886
1975,9,1,18,35.4,-44,"hurricane",1,75,984,NA,NA,13.7844986232124
1975,9,2,0,35.8,-44.4,"hurricane",2,90,970,NA,NA,9.40045674180148
1975,9,2,6,36.4,-44.5,"hurricane",2,95,965,NA,NA,11.1201549477616
1975,9,2,12,37,-44.3,"hurricane",2,95,965,NA,NA,8.74324968065229
1975,9,2,18,37.7,-44.2,"hurricane",2,95,965,NA,NA,8.37183406191998
1975,9,3,0,38.4,-43.8,"hurricane",2,95,965,NA,NA,12.9832725446264
1975,9,3,6,39.7,-43.6,"hurricane",2,95,965,NA,NA,12.3923020248658
1975,9,3,12,41.1,-43,"hurricane",2,95,965,NA,NA,10.5711778327899
1975,9,3,18,42,-42.5,"hurricane",2,90,970,NA,NA,11.147266829578
1975,9,4,0,42.8,-42,"tropical storm",NA,60,995,NA,NA,18.5612440129448
1975,9,4,6,43.2,-41.4,"extratropical",NA,45,1005,NA,NA,24.0642712522836
1975,9,4,12,43.5,-40.7,"extratropical",NA,45,1005,NA,NA,22.5219998789728
1975,9,13,12,17.6,-55.2,"tropical depression",NA,25,1009,NA,NA,41.7326757162568
1975,9,13,18,17.7,-56.3,"tropical depression",NA,25,1009,NA,NA,40.6136642922045
1975,9,14,0,17.8,-57.3,"tropical depression",NA,25,1009,NA,NA,41.274228129072
1975,9,14,6,17.9,-58.3,"tropical depression",NA,25,1009,NA,NA,40.2260255846615
1975,9,14,12,18,-59.4,"tropical depression",NA,25,1009,NA,NA,40.3755168886642
1975,9,14,18,18.1,-60.5,"tropical depression",NA,25,1009,NA,NA,43.0232927845759
1975,9,15,0,18.3,-61.7,"tropical depression",NA,25,1009,NA,NA,45.4665783585221
1975,9,15,6,18.5,-62.8,"tropical depression",NA,25,1009,NA,NA,40.6445134279945
1975,9,15,12,18.8,-63.8,"tropical depression",NA,30,1007,NA,NA,33.7807262200531
1975,9,15,18,18.9,-64.8,"tropical depression",NA,30,1007,NA,NA,33.6107868303986
1975,9,16,0,19,-65.6,"tropical storm",NA,35,1007,NA,NA,26.7132484112429
1975,9,16,6,19.2,-66.7,"tropical storm",NA,45,1007,NA,NA,22.1328084683502
1975,9,16,12,19.4,-67.5,"tropical storm",NA,55,1002,NA,NA,17.2951826985619
1975,9,16,18,19.5,-68.4,"hurricane",1,65,1002,NA,NA,15.7291093488556
1975,9,17,0,19.6,-69.2,"hurricane",1,65,997,NA,NA,16.1132269862815
1975,9,17,6,19.7,-70.2,"tropical storm",NA,60,1000,NA,NA,15.6050519479897
1975,9,17,12,19.7,-71.2,"tropical storm",NA,55,1000,NA,NA,19.2613804032173
1975,9,17,18,19.8,-72.2,"tropical storm",NA,50,1000,NA,NA,17.6321830366885
1975,9,18,0,19.9,-73.3,"tropical storm",NA,45,1000,NA,NA,22.9522947694179
1975,9,18,6,19.9,-74.5,"tropical storm",NA,45,1000,NA,NA,22.1901072407089
1975,9,18,12,19.9,-75.7,"tropical storm",NA,40,1000,NA,NA,25.6091468084827
1975,9,18,18,20,-77,"tropical storm",NA,40,1000,NA,NA,21.5044609389217
1975,9,19,0,20,-78.2,"tropical storm",NA,35,1000,NA,NA,26.707393003167
1975,9,19,6,19.9,-79.1,"tropical storm",NA,35,1000,NA,NA,30.1449279460366
1975,9,19,12,19.9,-79.8,"tropical storm",NA,35,1000,NA,NA,25.638101606839
1975,9,19,18,19.8,-81,"tropical storm",NA,35,1000,NA,NA,29.3875393606226
1975,9,20,0,19.8,-82.2,"tropical storm",NA,35,1000,NA,NA,30.6904573680162
1975,9,20,6,19.8,-83.4,"tropical storm",NA,35,1000,NA,NA,29.450067133647
1975,9,20,12,19.9,-84.6,"tropical storm",NA,35,1006,NA,NA,28.6845722783531
1975,9,20,18,20,-85.5,"tropical storm",NA,35,1006,NA,NA,30.6181970882379
1975,9,21,0,20.2,-86.4,"tropical storm",NA,40,1001,NA,NA,23.5456932410557
1975,9,21,6,20.8,-87.1,"tropical storm",NA,45,1001,NA,NA,23.8709756811107
1975,9,21,12,21.4,-87.8,"tropical storm",NA,50,1001,NA,NA,17.9225622237741
1975,9,21,18,22.4,-88.5,"tropical storm",NA,55,995,NA,NA,19.1217061853689
1975,9,22,0,23.6,-88.9,"tropical storm",NA,60,995,NA,NA,12.0483652892701
1975,9,22,6,24.8,-89.4,"hurricane",1,65,993,NA,NA,14.2634497609974
1975,9,22,12,25.8,-89.5,"hurricane",1,75,986,NA,NA,13.5724082488788
1975,9,22,18,26.5,-89.4,"hurricane",2,85,980,NA,NA,11.0784981257914
1975,9,23,0,27.3,-88.5,"hurricane",2,95,968,NA,NA,10.0400762276839
1975,9,23,6,28.4,-87.3,"hurricane",3,105,958,NA,NA,6.79841705756837
1975,9,23,12,30.2,-86.3,"hurricane",3,110,955,NA,NA,9.6830727351485
1975,9,23,18,33,-85.7,"tropical storm",NA,55,982,NA,NA,17.7739338089184
1975,9,24,0,35.5,-84.3,"tropical depression",NA,30,999,NA,NA,35.5717753875166
1975,9,24,6,36.5,-83.5,"extratropical",NA,20,1004,NA,NA,48.6171496666158
1975,9,24,12,37,-82.5,"extratropical",NA,20,1004,NA,NA,50.428093237063
1975,9,24,18,37.5,-81.5,"extratropical",NA,20,1004,NA,NA,49.6664590436143
1975,9,24,18,23,-56.9,"tropical depression",NA,25,1005,NA,NA,42.2431264703023
1975,9,25,0,23.8,-57.2,"tropical depression",NA,30,1005,NA,NA,36.6120546040001
1975,9,25,6,24.2,-58.1,"tropical storm",NA,35,1005,NA,NA,28.2142641813283
1975,9,25,12,24.8,-58.8,"tropical storm",NA,45,999,NA,NA,23.9684825240605
1975,9,25,18,25.5,-59.4,"tropical storm",NA,60,993,NA,NA,13.5308262845662
1975,9,26,0,26.5,-60,"hurricane",1,65,990,NA,NA,11.9876276593688
1975,9,26,6,27.9,-60.9,"hurricane",1,70,988,NA,NA,12.7250459438934
1975,9,26,12,29.6,-62,"hurricane",1,75,985,NA,NA,15.2376273906735
1975,9,26,18,31,-63.1,"hurricane",2,85,985,NA,NA,7.64463983758594
1975,9,27,0,32.7,-64.2,"hurricane",2,90,985,NA,NA,11.8757804972891
1975,9,27,6,34.4,-65.2,"hurricane",2,90,979,NA,NA,6.20701631231801
1975,9,27,12,36.1,-65.7,"hurricane",2,90,982,NA,NA,11.6875128672528
1975,9,27,18,37.4,-65,"hurricane",2,90,985,NA,NA,10.8551944882384
1975,9,28,0,38.4,-63.7,"hurricane",2,85,985,NA,NA,9.03874630153539
1975,9,28,6,39.8,-60.5,"hurricane",1,80,985,NA,NA,13.9073978286721
1975,9,28,12,41,-57.1,"hurricane",1,75,979,NA,NA,11.5810260266981
1975,9,28,18,42.3,-52,"hurricane",1,75,977,NA,NA,12.681991196933
1975,9,29,0,42.8,-46,"hurricane",1,70,977,NA,NA,15.138669106123
1975,9,29,6,42.9,-40,"hurricane",1,65,977,NA,NA,14.8484195728172
1975,9,22,18,10.3,-34.8,"tropical depression",NA,25,1012,NA,NA,38.6627843572596
1975,9,23,0,10.6,-35.8,"tropical depression",NA,25,1012,NA,NA,43.0387743789662
1975,9,23,6,11,-36.7,"tropical depression",NA,25,1012,NA,NA,37.4155755766838
1975,9,23,12,11.4,-37.4,"tropical depression",NA,25,1012,NA,NA,39.5616498625415
1975,9,23,18,11.7,-38.2,"tropical depression",NA,30,1010,NA,NA,35.359811873574
1975,9,24,0,12.1,-38.8,"tropical depression",NA,30,1010,NA,NA,35.3011788865316
1975,9,24,6,12.4,-39.6,"tropical depression",NA,30,1010,NA,NA,35.1129751644455
1975,9,24,12,12.9,-40,"tropical depression",NA,30,1010,NA,NA,33.7481854150812
1975,9,24,18,13.5,-40.4,"tropical storm",NA,35,1005,NA,NA,26.0059011850878
1975,9,25,0,14.2,-41,"tropical storm",NA,40,1005,NA,NA,27.6663423270492
1975,9,25,6,14.8,-42,"tropical storm",NA,50,1000,NA,NA,18.82300306746
1975,9,25,12,15.4,-43,"tropical storm",NA,60,1000,NA,NA,13.8491389497316
1975,9,25,18,15.8,-44,"hurricane",1,65,990,NA,NA,13.6939299297152
1975,9,26,0,16.2,-45,"hurricane",1,65,990,NA,NA,14.0284038264311
1975,9,26,6,16.4,-46.1,"hurricane",1,65,990,NA,NA,17.0047921525811
1975,9,26,12,16.6,-47.7,"hurricane",1,65,990,NA,NA,13.5910984315379
1975,9,26,18,16.8,-49.3,"hurricane",1,65,990,NA,NA,12.1847726600048
1975,9,27,0,17.1,-50.7,"hurricane",1,65,990,NA,NA,15.1673167193541
1975,9,27,6,17.6,-52.2,"hurricane",1,65,990,NA,NA,17.1183187335542
1975,9,27,12,18.2,-53.7,"hurricane",1,65,990,NA,NA,17.4630510657027
1975,9,27,18,18.8,-55.1,"hurricane",1,65,990,NA,NA,14.3904520842631
1975,9,28,0,19.4,-56.4,"hurricane",1,65,992,NA,NA,19.6695229936209
1975,9,28,6,19.6,-57.4,"hurricane",1,65,992,NA,NA,12.9702996440712
1975,9,28,12,19.8,-58.2,"hurricane",1,65,1000,NA,NA,12.065640653999
1975,9,28,18,20.3,-59.3,"hurricane",1,65,998,NA,NA,15.9617404127454
1975,9,29,0,21.2,-60.3,"hurricane",1,65,995,NA,NA,15.4547954171817
1975,9,29,6,22.1,-61.4,"hurricane",1,70,990,NA,NA,13.1704382649607
1975,9,29,12,23,-62.6,"hurricane",1,70,990,NA,NA,16.5888455085618
1975,9,29,18,23.6,-63.9,"hurricane",1,75,985,NA,NA,11.2381656345001
1975,9,30,0,24.1,-65.2,"hurricane",1,80,975,NA,NA,13.8960695127717
1975,9,30,6,24.6,-66.5,"hurricane",1,80,975,NA,NA,14.3578665902543
1975,9,30,12,25.1,-67.9,"hurricane",1,80,975,NA,NA,15.1850749316406
1975,9,30,18,25.6,-69.3,"hurricane",1,80,975,NA,NA,10.2044471774632
1975,10,1,0,26.1,-70.6,"hurricane",1,80,975,NA,NA,14.0003460071712
1975,10,1,6,26.8,-71.7,"hurricane",1,80,975,NA,NA,11.1380592241315
1975,10,1,12,27.9,-72.4,"hurricane",1,80,975,NA,NA,12.131091756165
1975,10,1,18,29.4,-73,"hurricane",2,90,969,NA,NA,13.7254096335181
1975,10,2,0,31,-73,"hurricane",3,100,954,NA,NA,11.8362598270879
1975,10,2,6,32.9,-72.1,"hurricane",3,110,942,NA,NA,9.32604898536333
1975,10,2,12,35.3,-69.8,"hurricane",4,120,939,NA,NA,7.19547070786409
1975,10,2,18,37.8,-67,"hurricane",4,120,939,NA,NA,5.73395713933411
1975,10,3,0,40.8,-62.6,"hurricane",3,110,950,NA,NA,11.3296267259579
1975,10,3,6,43.7,-57,"hurricane",2,85,960,NA,NA,9.49466114608622
1975,10,3,12,46.6,-50.6,"hurricane",2,85,960,NA,NA,11.3305696389253
1975,10,3,18,50.5,-45.5,"extratropical",NA,75,975,NA,NA,12.6250765035111
1975,10,4,0,55,-40,"extratropical",NA,65,980,NA,NA,12.0054561779984
1975,10,24,18,29.1,-79.3,"subtropical depression",NA,30,1006,NA,NA,33.1854949765129
1975,10,25,0,28.8,-79,"subtropical depression",NA,30,1006,NA,NA,34.3465217754881
1975,10,25,6,29.4,-79.4,"subtropical depression",NA,30,1006,NA,NA,34.7206695334424
1975,10,25,12,30,-79.7,"subtropical depression",NA,30,1006,NA,NA,32.6096807697014
1975,10,25,18,30.2,-79.8,"subtropical depression",NA,30,1006,NA,NA,34.0309700991152
1975,10,26,0,30.5,-79.9,"subtropical depression",NA,30,1006,NA,NA,34.6625581328828
1975,10,26,6,30.9,-80.1,"tropical depression",NA,30,1006,NA,NA,31.9257408770573
1975,10,26,12,31.8,-79.6,"tropical depression",NA,30,1005,NA,NA,31.2778906855912
1975,10,26,18,32.5,-78.7,"tropical storm",NA,35,1003,NA,NA,29.1816590878639
1975,10,27,0,33.5,-77.5,"tropical storm",NA,45,1002,NA,NA,21.6877324715075
1975,10,27,6,34.5,-75.5,"tropical storm",NA,45,1002,NA,NA,21.6673447134892
1975,10,27,12,35.7,-73.8,"tropical storm",NA,45,1004,NA,NA,23.2273508581775
1975,10,27,18,36.4,-72.6,"extratropical",NA,40,1006,NA,NA,27.1634112395532
1975,10,28,0,36.9,-71.4,"extratropical",NA,35,1008,NA,NA,30.3328445401975
1976,8,6,6,26,-72.8,"tropical depression",NA,25,1012,NA,NA,43.22449603851
1976,8,6,12,26.3,-73,"tropical depression",NA,25,1012,NA,NA,41.3301345594219
1976,8,6,18,26,-73.4,"tropical depression",NA,30,1009,NA,NA,35.9317003498552
1976,8,7,0,25.6,-73.2,"tropical storm",NA,40,1005,NA,NA,27.9747331338742
1976,8,7,6,26,-73.2,"tropical storm",NA,45,1000,NA,NA,21.1759823732472
1976,8,7,12,26.2,-73.7,"tropical storm",NA,55,993,NA,NA,17.503626908055
1976,8,7,18,26.6,-74.2,"hurricane",1,70,985,NA,NA,13.7005325898071
1976,8,8,0,26.9,-74.6,"hurricane",1,80,972,NA,NA,11.6453167839401
1976,8,8,6,27.4,-75.1,"hurricane",2,90,962,NA,NA,11.8943766271662
1976,8,8,12,28.1,-75.1,"hurricane",2,95,959,NA,NA,13.6149621803438
1976,8,8,18,29.5,-75.3,"hurricane",3,100,958,NA,NA,8.21569062199187
1976,8,9,0,30.9,-75.3,"hurricane",3,105,957,NA,NA,8.45341823926683
1976,8,9,6,32.5,-75.2,"hurricane",3,105,959,NA,NA,12.5971645576
1976,8,9,12,34.4,-74.7,"hurricane",2,95,963,NA,NA,8.75198236160587
1976,8,9,18,36.6,-74.2,"hurricane",2,90,970,NA,NA,11.0909142714735
1976,8,10,0,38.8,-73.8,"hurricane",1,80,977,NA,NA,11.5408510380207
1976,8,10,6,41,-73.2,"tropical storm",NA,60,983,NA,NA,13.476457452795
1976,8,10,12,42.6,-72.4,"tropical storm",NA,35,992,NA,NA,28.6817622491267
1976,8,18,0,26,-84,"tropical depression",NA,20,1010,NA,NA,52.6128334110269
1976,8,18,12,24.7,-82.7,"tropical depression",NA,20,1009,NA,NA,50.8017817458909
1976,8,19,6,24.8,-82,"tropical depression",NA,30,1003,NA,NA,30.7369918745792
1976,8,19,18,26.6,-80.1,"tropical storm",NA,35,1006,NA,NA,25.1914499711883
1976,8,20,6,29.6,-80,"tropical storm",NA,45,996,NA,NA,23.2774582496808
1976,8,20,12,30.6,-80,"tropical storm",NA,40,999,NA,NA,28.5796122250561
1976,8,20,18,32,-80,"tropical storm",NA,35,1005,NA,NA,24.836554978192
1976,8,21,0,33,-80,"tropical storm",NA,35,1005,NA,NA,30.4519577518727
1976,8,21,6,33.3,-80,"tropical depression",NA,25,1010,NA,NA,39.3747439043259
1976,8,21,12,33.5,-80,"tropical depression",NA,20,1015,NA,NA,50.6978892478687
1976,8,18,12,31.7,-68.2,"tropical depression",NA,30,1007,NA,NA,36.5629034620283
1976,8,18,18,33.4,-67.5,"tropical storm",NA,35,1003,NA,NA,27.770123367225
1976,8,19,0,35.2,-66.4,"tropical storm",NA,40,996,NA,NA,27.4992852215382
1976,8,19,18,38.2,-64,"tropical storm",NA,40,999,NA,NA,23.9721645971025
1976,8,20,0,38.8,-63.7,"tropical storm",NA,35,1005,NA,NA,31.4392390249587
1976,8,20,6,39.7,-63.3,"tropical storm",NA,35,1005,NA,NA,28.784965612144
1976,8,20,18,40.8,-61,"tropical storm",NA,40,997,NA,NA,23.3158097358156
1976,8,21,6,41.2,-59.3,"hurricane",1,65,993,NA,NA,15.6068909949842
1976,8,21,12,41,-59,"hurricane",1,65,989,NA,NA,15.952094363543
1976,8,22,18,41.3,-56.4,"hurricane",1,80,964,NA,NA,14.390213012102
1976,8,23,18,44.4,-51.2,"hurricane",1,80,971,NA,NA,10.7177207942337
1976,8,20,12,14,-48,"tropical depression",NA,20,1012,NA,NA,48.7505041654814
1976,8,21,12,14.4,-52.8,"tropical depression",NA,25,1012,NA,NA,37.9320154884881
1976,8,22,0,15.2,-54.2,"tropical depression",NA,25,1010,NA,NA,41.9693831864565
1976,8,22,6,15.8,-55.2,"tropical depression",NA,30,1009,NA,NA,29.934985574578
1976,8,22,12,16.2,-56,"tropical storm",NA,35,1006,NA,NA,30.2688658001825
1976,8,22,18,17,-57.2,"tropical storm",NA,40,1004,NA,NA,25.6917695057403
1976,8,23,6,18.6,-60,"tropical storm",NA,50,997,NA,NA,21.1914758646769
1976,8,23,18,20.2,-62,"tropical storm",NA,55,996,NA,NA,20.6739411753104
1976,8,24,0,21.3,-63.2,"tropical storm",NA,55,998,NA,NA,17.1541790155889
1976,8,24,6,22.7,-64,"tropical storm",NA,55,999,NA,NA,20.1789330314041
1976,8,24,12,23.8,-64.5,"tropical storm",NA,55,999,NA,NA,20.6290863399926
1976,8,24,18,24.5,-64.8,"tropical storm",NA,60,995,NA,NA,14.7389401528854
1976,8,25,6,26,-63.4,"tropical storm",NA,60,991,NA,NA,18.264327576031
1976,8,25,12,26.5,-62.1,"hurricane",1,65,990,NA,NA,10.367468403075
1976,8,25,18,26.6,-60.4,"hurricane",1,65,991,NA,NA,16.8561021808339
1976,8,26,0,26.8,-59,"hurricane",1,70,988,NA,NA,15.8082411157381
1976,8,26,6,27,-57.8,"hurricane",1,75,984,NA,NA,12.1418674561793
1976,8,26,12,27.2,-56.2,"hurricane",1,80,980,NA,NA,14.1965302774392
1976,8,26,18,27.7,-54.8,"hurricane",2,85,976,NA,NA,12.9426447199701
1976,8,27,12,30.9,-53.7,"hurricane",2,85,975,NA,NA,11.3575223044661
1976,8,28,12,33.5,-56.6,"hurricane",2,85,975,NA,NA,14.1978166599207
1976,8,29,12,35,-56.8,"hurricane",2,90,974,NA,NA,9.32703792601086
1976,8,30,12,34.9,-52,"hurricane",2,90,975,NA,NA,10.9097318548421
1976,8,31,12,35.1,-44.9,"hurricane",2,85,977,NA,NA,14.503037856993
1976,9,1,12,35.1,-36.6,"hurricane",1,80,975,NA,NA,10.1511851080371
1976,9,3,0,35.2,-28.7,"hurricane",1,75,980,NA,NA,13.0897131419104
1976,9,3,18,38,-27.2,"hurricane",1,70,984,NA,NA,15.0692144670368
1976,9,4,0,38.8,-26.8,"hurricane",1,65,988,NA,NA,13.3580162878752
1976,9,4,6,39.6,-25.8,"hurricane",1,65,994,NA,NA,15.3597419315552
1976,9,4,12,40.5,-25,"extratropical",NA,50,998,NA,NA,22.2006731225208
1976,9,4,18,41,-24,"extratropical",NA,30,1002,NA,NA,39.4689370248541
